order,pv,wt,load
78,0.0,0.3096678984090568,9.546
79,0.0,0.7612411348334628,9.546
80,0.0,0.874944,9.546
81,0.020527200000000002,0.874944,7.6368
82,0.204984,0.874944,7.6368
83,0.37049975999999996,0.874944,6.682200000000001
84,0.25346592,0.8073014803641785,6.682200000000001
85,0.55272888,0.8228315733552952,8.5914
86,0.5451926400000001,0.8435383640101167,7.6368
87,0.24290279999999997,0.8590684570012332,7.6368
88,0.33514884,0.874944,9.546
89,0.1616472,0.874944,9.546
90,0.00930528,0.3096678984090568,9.546
91,0.0,0.2598416226594803,9.546
92,0.0,0.23617045257386254,5.7276
93,0.0,0.19180276921663672,5.7276
94,0.0,0.15205558992565227,3.8184
95,0.0,0.13416004992283492,3.8184
96,0.0,0.10281579043822148,6.424199999999999
97,0.0,0.3891449872722603,6.424199999999999
98,0.0,0.7612411348334628,6.424199999999999
99,0.0,0.874944,7.4948999999999995
100,0.0,0.5829604844688944,7.4948999999999995
101,0.0,0.10281579043822148,7.4948999999999995
102,0.0,0.3096678984090568,8.5656
103,0.0,0.3891449872722603,8.5656
104,0.0,0.4998360411560716,9.6363
105,0.03949416,0.5829604844688944,10.706999999999999
106,0.20680488,0.874944,10.706999999999999
107,0.37058112000000004,0.874944,10.706999999999999
108,0.45243036,0.874944,10.706999999999999
109,0.5465311200000001,0.874944,10.706999999999999
110,0.5390409599999999,0.874944,10.706999999999999
111,0.23940792000000005,0.874944,10.706999999999999
112,0.33251328,0.874944,10.706999999999999
113,0.16181747999999999,0.874944,10.706999999999999
114,0.01940508,0.8245493014837025,10.706999999999999
115,0.0,0.7138518795528009,10.706999999999999
116,0.0,0.5829604844688944,6.424199999999999
117,0.0,0.4441431471237265,6.424199999999999
118,0.0,0.3096678984090568,6.424199999999999
119,0.0,0.19180276921663672,6.424199999999999
120,0.0,0.10281579043822148,10.9134
121,0.0,0.15205558992565227,9.700800000000001
122,0.0,0.23617045257386254,10.9134
123,0.0,0.3096678984090568,9.700800000000001
124,0.0,0.3096678984090568,9.700800000000001
125,0.0,0.3096678984090568,9.700800000000001
126,0.0,0.3096678984090568,12.126
127,0.0,0.3096678984090568,12.126
128,0.0,0.3096678984090568,12.126
129,0.03411936000000001,0.3096678984090568,12.126
130,0.20378951999999997,0.6632315885676616,12.126
131,0.3689712,0.874944,12.126
132,0.25301952,0.874944,12.126
133,0.5493272400000001,0.874944,12.126
134,0.54244476,0.874944,12.126
135,0.24196032,0.874944,12.126
136,0.33601428,0.874944,12.126
137,0.16512803999999998,0.874944,12.126
138,0.014424480000000003,0.5829604844688944,12.126
139,0.0,0.4998360411560716,10.9134
140,0.0,0.3891449872722603,10.9134
141,0.0,0.3096678984090568,10.9134
142,0.0,0.23617045257386254,10.9134
143,0.0,0.15205558992565227,10.9134
144,0.0,0.10281579043822148,6.0371999999999995
145,0.0,0.06838861622086295,7.043399999999999
146,0.0,0.05010764366186404,6.0371999999999995
147,0.0,0.0,4.024800000000001
148,0.0,0.23617045257386254,4.024800000000001
149,0.0,0.6632315885676616,4.024800000000001
150,0.0,0.874944,4.024800000000001
151,0.0,0.874944,7.043399999999999
152,0.0,0.8761711466778264,8.049600000000002
153,0.03978144,0.8245493014837025,10.062000000000001
154,0.2087586,0.874944,10.062000000000001
155,0.37709712,0.874944,10.062000000000001
156,0.25755408,0.874944,10.062000000000001
157,0.56047248,0.874944,10.062000000000001
158,0.55370268,0.874944,10.062000000000001
159,0.2468322,0.874944,10.062000000000001
160,0.34551899999999997,0.874944,10.062000000000001
161,0.1724076,0.8245493014837025,10.062000000000001
162,0.0230076,0.3096678984090568,10.062000000000001
163,0.0,0.2598416226594803,10.062000000000001
164,0.0,0.23617045257386254,7.043399999999999
165,0.0,0.19180276921663672,7.043399999999999
166,0.0,0.15205558992565227,7.043399999999999
167,0.0,0.13416004992283492,7.043399999999999
168,0.0,0.10281579043822148,4.3344000000000005
169,0.0,0.3096678984090568,6.5016
170,0.0,0.5829604844688944,7.5851999999999995
171,0.0,0.8245493014837025,8.668800000000001
172,0.0,0.8761711466778264,8.668800000000001
173,0.0,0.874944,8.668800000000001
174,0.0,0.874944,8.668800000000001
175,0.0,0.874944,8.668800000000001
176,0.0,0.874944,10.836
177,0.03986352,0.874944,10.836
178,0.2115666,0.874944,10.836
179,0.38218068,0.874944,10.836
180,0.50620896,0.874944,10.836
181,0.56797524,0.874944,10.836
182,0.56082816,0.8761711466778264,10.836
183,0.42269724,0.5829604844688944,10.836
184,0.35158464,0.3891449872722603,10.836
185,0.176562,0.23617045257386254,10.836
186,0.021969360000000004,0.10281579043822148,10.836
187,0.0,0.06838861622086295,8.668800000000001
188,0.0,0.05010764366186404,8.668800000000001
189,0.0,0.0,8.668800000000001
190,0.0,0.0,7.5851999999999995
191,0.0,0.0,4.3344000000000005
192,0.0,0.0,6.0371999999999995
193,0.0,0.0,6.0371999999999995
194,0.0,0.0,6.0371999999999995
195,0.0,0.0,8.049600000000002
196,0.0,0.0,8.049600000000002
197,0.0,0.0,8.049600000000002
198,0.0,0.0,8.049600000000002
199,0.0,0.0,8.049600000000002
200,0.0,0.0,8.049600000000002
201,0.02727504,0.0,10.062000000000001
202,0.212913,0.0,10.062000000000001
203,0.38131380000000004,0.0,10.062000000000001
204,0.2594268,0.0,10.062000000000001
205,0.5654340000000001,0.0,10.062000000000001
206,0.56011176,0.0,10.062000000000001
207,0.25031159999999997,0.0,10.062000000000001
208,0.35191800000000006,0.06838861622086295,7.043399999999999
209,0.17830764000000002,0.15205558992565227,8.049600000000002
210,0.012419999999999999,0.3096678984090568,7.043399999999999
211,0.0,0.15205558992565227,6.0371999999999995
212,0.0,0.06838861622086295,6.0371999999999995
213,0.0,0.0,6.0371999999999995
214,0.0,0.0,7.043399999999999
215,0.0,0.0,5.031000000000001
216,0.0,0.0,7.043399999999999
217,0.0,0.0,7.043399999999999
218,0.0,0.0,6.0371999999999995
219,0.0,0.0,5.031000000000001
220,0.0,0.0,4.024800000000001
221,0.0,0.0,4.024800000000001
222,0.0,0.0,5.031000000000001
223,0.0,0.0,6.0371999999999995
224,0.0,0.0,8.049600000000002
225,0.020973600000000002,0.0,10.062000000000001
226,0.21200508000000004,0.0,10.062000000000001
227,0.3839076,0.0,10.062000000000001
228,0.26212824,0.0,10.062000000000001
229,0.57008664,0.05010764366186404,10.062000000000001
230,0.5620608,0.06838861622086295,10.062000000000001
231,0.25071768,0.10281579043822148,10.062000000000001
232,0.35268948,0.06838861622086295,10.062000000000001
233,0.1783296,0.05010764366186404,10.062000000000001
234,0.01351116,0.0,10.062000000000001
235,0.0,0.0,10.062000000000001
236,0.0,0.0,7.043399999999999
237,0.0,0.0,7.043399999999999
238,0.0,0.0,6.0371999999999995
239,0.0,0.0,6.0371999999999995
240,0.0,0.0,3.8184
241,0.0,0.0,3.8184
242,0.0,0.0,3.8184
243,0.0,0.0,5.7276
244,0.0,0.0,6.682200000000001
245,0.0,0.0,7.6368
246,0.0,0.0,9.546
247,0.0,0.0,9.546
248,0.0,0.0,9.546
249,0.021254400000000003,0.0,7.6368
250,0.19190808,0.0,7.6368
251,0.36628200000000005,0.0,6.682200000000001
252,0.26267472000000003,0.10281579043822148,6.682200000000001
253,0.5402592,0.05010764366186404,8.5914
254,0.50025924,0.0,7.6368
255,0.25394544,0.0,7.6368
256,0.28263132,0.0,9.546
257,0.15054336,0.0,9.546
258,0.014666399999999998,0.0,9.546
259,0.0,0.0,9.546
260,0.0,0.0,5.7276
261,0.0,0.0,5.7276
262,0.0,0.0,3.8184
263,0.0,0.0,3.8184
264,0.0,0.0,6.424199999999999
265,0.0,0.0,6.424199999999999
266,0.0,0.0,6.424199999999999
267,0.0,0.0,7.4948999999999995
268,0.0,0.23617045257386254,7.4948999999999995
269,0.0,0.8761711466778264,7.4948999999999995
270,0.0,0.874944,8.5656
271,0.0,0.874944,8.5656
272,0.0,0.874944,9.6363
273,0.042696,0.874944,10.706999999999999
274,0.21916332000000002,0.874944,10.706999999999999
275,0.3916947600000001,0.874944,10.706999999999999
276,0.51761556,0.874944,10.706999999999999
277,0.5805774,0.874944,10.706999999999999
278,0.57378888,0.874944,10.706999999999999
279,0.25717716,0.874944,10.706999999999999
280,0.3655872,0.874944,10.706999999999999
281,0.18902916000000003,0.8761711466778264,10.706999999999999
282,0.029403360000000007,0.3096678984090568,10.706999999999999
283,0.0,0.3621517932821935,10.706999999999999
284,0.0,0.3891449872722603,6.424199999999999
285,0.0,0.4441431471237265,6.424199999999999
286,0.0,0.4998360411560716,6.424199999999999
287,0.0,0.5276976528722386,6.424199999999999
288,0.0,0.5829604844688944,10.9134
289,0.0,0.6632315885676616,9.700800000000001
290,0.0,0.7612411348334628,10.9134
291,0.0,0.8245493014837025,9.700800000000001
292,0.0,0.8245493014837025,9.700800000000001
293,0.0,0.8245493014837025,9.700800000000001
294,0.0,0.8245493014837025,12.126
295,0.0,0.874944,12.126
296,0.0,0.874944,12.126
297,0.043172999999999996,0.874944,12.126
298,0.21677760000000001,0.874944,12.126
299,0.38870207999999995,0.874944,12.126
300,0.51114024,0.874944,12.126
301,0.5746032000000001,0.874944,12.126
302,0.5674859999999999,0.874944,12.126
303,0.25490556000000003,0.874944,12.126
304,0.36435888,0.8245493014837025,12.126
305,0.19087559999999998,0.5829604844688944,12.126
306,0.03015072,0.3096678984090568,12.126
307,0.0,0.19180276921663672,10.9134
308,0.0,0.10281579043822148,10.9134
309,0.0,0.054974992965562984,10.9134
310,0.0,0.0,10.9134
311,0.0,0.0,10.9134
312,0.0,0.0,6.0371999999999995
313,0.0,0.0,7.043399999999999
314,0.0,0.0,6.0371999999999995
315,0.0,0.0,4.024800000000001
316,0.0,0.0,4.024800000000001
317,0.0,0.0,4.024800000000001
318,0.0,0.0,4.024800000000001
319,0.0,0.0,7.043399999999999
320,0.0,0.0,8.049600000000002
321,0.021931560000000006,0.0,10.062000000000001
322,0.21608928000000002,0.05010764366186404,10.062000000000001
323,0.38482848,0.06838861622086295,10.062000000000001
324,0.26136432,0.10281579043822148,10.062000000000001
325,0.57216672,0.3891449872722603,10.062000000000001
326,0.5699311200000001,0.7612411348334628,10.062000000000001
327,0.25739208,0.874944,10.062000000000001
328,0.36742931999999995,0.6632315885676616,10.062000000000001
329,0.1935648,0.23617045257386254,10.062000000000001
330,0.021750119999999998,0.0,10.062000000000001
331,0.0,0.05112418235970052,10.062000000000001
332,0.0,0.05010764366186404,7.043399999999999
333,0.0,0.054974992965562984,7.043399999999999
334,0.0,0.06838861622086295,7.043399999999999
335,0.0,0.07805491996252871,7.043399999999999
336,0.0,0.10281579043822148,4.3344000000000005
337,0.0,0.10281579043822148,6.5016
338,0.0,0.10281579043822148,7.5851999999999995
339,0.0,0.10281579043822148,8.668800000000001
340,0.0,0.10281579043822148,8.668800000000001
341,0.0,0.10281579043822148,8.668800000000001
342,0.0,0.10281579043822148,8.668800000000001
343,0.0,0.5829604844688944,8.668800000000001
344,0.0,0.874944,10.836
345,0.043878240000000006,0.874944,10.836
346,0.21846096,0.874944,10.836
347,0.3898800000000001,0.874944,10.836
348,0.5144198400000001,0.874944,10.836
349,0.57988476,0.874944,10.836
350,0.5772391200000001,0.8228315733552952,10.836
351,0.5046731999999999,0.7037675270900688,10.836
352,0.37406664,0.874944,10.836
353,0.19995192,0.874944,10.836
354,0.03325824,0.5829604844688944,10.836
355,0.0,0.3891449872722603,8.668800000000001
356,0.0,0.23617045257386254,8.668800000000001
357,0.0,0.10281579043822148,8.668800000000001
358,0.0,0.05010764366186404,7.5851999999999995
359,0.0,0.0,4.3344000000000005
360,0.0,0.0,6.0371999999999995
361,0.0,0.0,6.0371999999999995
362,0.0,0.0,6.0371999999999995
363,0.0,0.0,8.049600000000002
364,0.0,0.0,8.049600000000002
365,0.0,0.0,8.049600000000002
366,0.0,0.0,8.049600000000002
367,0.0,0.4998360411560716,8.049600000000002
368,0.0,0.874944,8.049600000000002
369,0.04475268,0.874944,10.062000000000001
370,0.21888576,0.874944,10.062000000000001
371,0.39110688000000005,0.874944,10.062000000000001
372,0.50879556,0.874944,10.062000000000001
373,0.5806944,0.874944,10.062000000000001
374,0.5786640000000001,0.874944,10.062000000000001
375,0.50640516,0.8590684570012332,10.062000000000001
376,0.37699992,0.874944,7.043399999999999
377,0.20158992,0.874944,8.049600000000002
378,0.03416688,0.8245493014837025,7.043399999999999
379,0.0,0.5829604844688944,6.0371999999999995
380,0.0,0.3096678984090568,6.0371999999999995
381,0.0,0.10281579043822148,6.0371999999999995
382,0.0,0.0,7.043399999999999
383,0.0,0.0,5.031000000000001
384,0.0,0.0,7.043399999999999
385,0.0,0.0,7.043399999999999
386,0.0,0.0,6.0371999999999995
387,0.0,0.0,5.031000000000001
388,0.0,0.0,4.024800000000001
389,0.0,0.0,4.024800000000001
390,0.0,0.0,5.031000000000001
391,0.0,0.05010764366186404,6.0371999999999995
392,0.0,0.06838861622086295,8.049600000000002
393,0.04368168,0.10281579043822148,10.062000000000001
394,0.22079664,0.4998360411560716,10.062000000000001
395,0.39213072000000004,0.8761711466778264,10.062000000000001
396,0.50879556,0.874944,10.062000000000001
397,0.5827248,0.874944,10.062000000000001
398,0.5817096,0.874944,10.062000000000001
399,0.2638584,0.874944,10.062000000000001
400,0.38019888,0.874944,10.062000000000001
401,0.20584799999999998,0.6632315885676616,10.062000000000001
402,0.02383812,0.3096678984090568,10.062000000000001
403,0.0,0.19180276921663672,10.062000000000001
404,0.0,0.10281579043822148,7.043399999999999
405,0.0,0.054974992965562984,7.043399999999999
406,0.0,0.0,6.0371999999999995
407,0.0,0.0,6.0371999999999995
408,0.0,0.0,3.8184
409,0.0,0.0,3.8184
410,0.0,0.10281579043822148,3.8184
411,0.0,0.3096678984090568,5.7276
412,0.0,0.3891449872722603,6.682200000000001
413,0.0,0.4998360411560716,7.6368
414,0.0,0.5829604844688944,9.546
415,0.0,0.8245493014837025,9.546
416,0.0,0.874944,9.546
417,0.04580928,0.874944,7.6368
418,0.2220606,0.874944,7.6368
419,0.3944556000000001,0.874944,6.682200000000001
420,0.26829792,0.874944,6.682200000000001
421,0.5878476,0.874944,8.5914
422,0.587259,0.874944,7.6368
423,0.517221,0.8245493014837025,7.6368
424,0.38502000000000003,0.6632315885676616,9.546
425,0.20893571999999996,0.4998360411560716,9.546
426,0.01960344,0.3096678984090568,9.546
427,0.0,0.23617045257386254,9.546
428,0.0,0.15205558992565227,5.7276
429,0.0,0.10281579043822148,5.7276
430,0.0,0.06838861622086295,3.8184
431,0.0,0.05010764366186404,3.8184
432,0.0,0.0,6.424199999999999
433,0.0,0.0,6.424199999999999
434,0.0,0.0,6.424199999999999
435,0.0,0.0,7.4948999999999995
436,0.0,0.0,7.4948999999999995
437,0.0,0.0,7.4948999999999995
438,0.0,0.0,8.5656
439,0.0,0.0,8.5656
440,0.0,0.10281579043822148,9.6363
441,0.023871240000000005,0.3096678984090568,10.706999999999999
442,0.22293792,0.3891449872722603,10.706999999999999
443,0.3960360000000001,0.4998360411560716,10.706999999999999
444,0.27036360000000004,0.5829604844688944,10.706999999999999
445,0.5919696000000001,0.8245493014837025,10.706999999999999
446,0.5913788400000001,0.874944,10.706999999999999
447,0.26909496,0.874944,10.706999999999999
448,0.38870207999999995,0.7612411348334628,10.706999999999999
449,0.21114,0.15205558992565227,10.706999999999999
450,0.019740240000000003,0.0,10.706999999999999
451,0.0,0.0,10.706999999999999
452,0.0,0.0,6.424199999999999
453,0.0,0.0,6.424199999999999
454,0.0,0.05010764366186404,6.424199999999999
455,0.0,0.06838861622086295,6.424199999999999
456,0.0,0.10281579043822148,10.9134
457,0.0,0.05010764366186404,9.700800000000001
458,0.0,0.0,10.9134
459,0.0,0.0,9.700800000000001
460,0.0,0.0,9.700800000000001
461,0.0,0.0,9.700800000000001
462,0.0,0.0,12.126
463,0.0,0.0,12.126
464,0.0,0.0,12.126
465,0.025297920000000005,0.0,12.126
466,0.22748544000000004,0.0,12.126
467,0.40361004,0.0,12.126
468,0.27588456,0.0,12.126
469,0.5955303599999999,0.0,12.126
470,0.56884464,0.0,12.126
471,0.273528,0.0,12.126
472,0.36891324000000003,0.0,12.126
473,0.2133432,0.0,12.126
474,0.0209376,0.0,12.126
475,0.0,0.05010764366186404,10.9134
476,0.0,0.23617045257386254,10.9134
477,0.0,0.5829604844688944,10.9134
478,0.0,0.8761711466778264,10.9134
479,0.0,0.874944,10.9134
480,0.0,0.874944,6.0371999999999995
481,0.0,0.874944,7.043399999999999
482,0.0,0.874944,6.0371999999999995
483,0.0,0.8245493014837025,4.024800000000001
484,0.0,0.7612411348334628,4.024800000000001
485,0.0,0.6632315885676616,4.024800000000001
486,0.0,0.5829604844688944,4.024800000000001
487,0.0,0.874944,7.043399999999999
488,0.0,0.874944,8.049600000000002
489,0.04994784000000001,0.874944,10.062000000000001
490,0.23344632,0.874944,10.062000000000001
491,0.41214096000000006,0.874944,10.062000000000001
492,0.5405400000000001,0.874944,10.062000000000001
493,0.6078182400000001,0.874944,10.062000000000001
494,0.6053022,0.874944,10.062000000000001
495,0.27473507999999996,0.874944,10.062000000000001
496,0.4001400000000001,0.874944,10.062000000000001
497,0.22151880000000002,0.874944,10.062000000000001
498,0.02277,0.8245493014837025,10.062000000000001
499,0.0,0.874944,10.062000000000001
500,0.0,0.874944,7.043399999999999
501,0.0,0.874944,7.043399999999999
502,0.0,0.874944,7.043399999999999
503,0.0,0.874944,7.043399999999999
504,0.0,0.874944,4.3344000000000005
505,0.0,0.874944,6.5016
506,0.0,0.7834787634667747,7.5851999999999995
507,0.0,0.3096678984090568,8.668800000000001
508,0.0,0.23617045257386254,8.668800000000001
509,0.0,0.15205558992565227,8.668800000000001
510,0.0,0.10281579043822148,8.668800000000001
511,0.0,0.10281579043822148,8.668800000000001
512,0.0,0.10281579043822148,10.836
513,0.025668000000000003,0.10281579043822148,10.836
514,0.22785192000000004,0.3891449872722603,10.836
515,0.4032180000000001,0.7612411348334628,10.836
516,0.5333327999999999,0.874944,10.836
517,0.59568768,0.874944,10.836
518,0.5749801200000001,0.874944,10.836
519,0.27150840000000004,0.874944,10.836
520,0.34546176000000006,0.874944,10.836
521,0.20016144,0.8761711466778264,10.836
522,0.02277792,0.3096678984090568,10.836
523,0.0,0.2598416226594803,8.668800000000001
524,0.0,0.23617045257386254,8.668800000000001
525,0.0,0.19180276921663672,8.668800000000001
526,0.0,0.15205558992565227,7.5851999999999995
527,0.0,0.13416004992283492,4.3344000000000005
528,0.0,0.10281579043822148,6.0371999999999995
529,0.0,0.10281579043822148,6.0371999999999995
530,0.0,0.10281579043822148,6.0371999999999995
531,0.0,0.10281579043822148,8.049600000000002
532,0.0,0.3096678984090568,8.049600000000002
533,0.0,0.5829604844688944,8.049600000000002
534,0.0,0.8245493014837025,8.049600000000002
535,0.0,0.874944,8.049600000000002
536,0.0,0.874944,8.049600000000002
537,0.03420252,0.874944,10.062000000000001
538,0.23111424,0.874944,10.062000000000001
539,0.40892111999999997,0.874944,10.062000000000001
540,0.27819072000000006,0.874944,10.062000000000001
541,0.6102086400000001,0.874944,10.062000000000001
542,0.6108523200000001,0.874944,10.062000000000001
543,0.27907200000000004,0.874944,10.062000000000001
544,0.40729392000000003,0.874944,7.043399999999999
545,0.22889088,0.7612411348334628,8.049600000000002
546,0.02480544,0.3096678984090568,7.043399999999999
547,0.0,0.2598416226594803,6.0371999999999995
548,0.0,0.23617045257386254,6.0371999999999995
549,0.0,0.19180276921663672,6.0371999999999995
550,0.0,0.15205558992565227,7.043399999999999
551,0.0,0.13416004992283492,5.031000000000001
552,0.0,0.10281579043822148,7.043399999999999
553,0.0,0.3096678984090568,7.043399999999999
554,0.0,0.5829604844688944,6.0371999999999995
555,0.0,0.8245493014837025,5.031000000000001
556,0.0,0.8245493014837025,4.024800000000001
557,0.0,0.8245493014837025,4.024800000000001
558,0.0,0.8245493014837025,5.031000000000001
559,0.0,0.874944,6.0371999999999995
560,0.0,0.874944,8.049600000000002
561,0.05331744,0.8590684570012332,10.062000000000001
562,0.23680079999999998,0.8590684570012332,10.062000000000001
563,0.41491224000000004,0.8590684570012332,10.062000000000001
564,0.54647424,0.8590684570012332,10.062000000000001
565,0.6144624000000001,0.8073014803641785,10.062000000000001
566,0.6119280000000001,0.7555345037271238,10.062000000000001
567,0.5329079999999999,0.7037675270900688,10.062000000000001
568,0.4089600000000001,0.874944,10.062000000000001
569,0.23125500000000002,0.874944,10.062000000000001
570,0.02583,0.3096678984090568,10.062000000000001
571,0.0,0.23617045257386254,10.062000000000001
572,0.0,0.15205558992565227,7.043399999999999
573,0.0,0.10281579043822148,7.043399999999999
574,0.0,0.06838861622086295,6.0371999999999995
575,0.0,0.05010764366186404,6.0371999999999995
576,0.0,0.0,3.8184
577,0.0,0.10281579043822148,3.8184
578,0.0,0.3096678984090568,3.8184
579,0.0,0.5829604844688944,5.7276
580,0.0,0.3096678984090568,6.682200000000001
581,0.0,0.10281579043822148,7.6368
582,0.0,0.0,9.546
583,0.0,0.10281579043822148,9.546
584,0.0,0.3096678984090568,9.546
585,0.027799200000000003,0.5829604844688944,7.6368
586,0.23257512000000002,0.874944,7.6368
587,0.40999176000000004,0.874944,6.682200000000001
588,0.279081,0.8073014803641785,6.682200000000001
589,0.6101352000000001,0.8228315733552952,8.5914
590,0.61136712,0.8435383640101167,7.6368
591,0.28039392,0.8590684570012332,7.6368
592,0.41101164000000007,0.874944,9.546
593,0.2335176,0.874944,9.546
594,0.027760320000000005,0.874944,9.546
595,0.0,0.874944,9.546
596,0.0,0.874944,5.7276
597,0.0,0.9027847193698371,5.7276
598,0.0,0.8761711466778264,3.8184
599,0.0,0.8604259188534648,3.8184
600,0.0,0.8245493014837025,6.424199999999999
601,0.0,0.8761711466778264,6.424199999999999
602,0.0,0.874944,6.424199999999999
603,0.0,0.874944,7.4948999999999995
604,0.0,0.6632315885676616,7.4948999999999995
605,0.0,0.23617045257386254,7.4948999999999995
606,0.0,0.0,8.5656
607,0.0,0.06838861622086295,8.5656
608,0.0,0.15205558992565227,9.6363
609,0.055236600000000004,0.3096678984090568,10.706999999999999
610,0.24140664000000003,0.3891449872722603,10.706999999999999
611,0.42037056000000006,0.4998360411560716,10.706999999999999
612,0.5336082,0.5829604844688944,10.706999999999999
613,0.6222031199999999,0.874944,10.706999999999999
614,0.6219072,0.874944,10.706999999999999
615,0.48205799999999993,0.874944,10.706999999999999
616,0.42197039999999997,0.874944,10.706999999999999
617,0.2424636,0.8761711466778264,10.706999999999999
618,0.05610384,0.3096678984090568,10.706999999999999
619,0.0,0.15205558992565227,10.706999999999999
620,0.0,0.06838861622086295,6.424199999999999
621,0.0,0.0,6.424199999999999
622,0.0,0.0,6.424199999999999
623,0.0,0.0,6.424199999999999
624,0.0,0.0,10.9134
625,0.0,0.0,9.700800000000001
626,0.0,0.06838861622086295,10.9134
627,0.0,0.3096678984090568,9.700800000000001
628,0.0,0.3096678984090568,9.700800000000001
629,0.0,0.3096678984090568,9.700800000000001
630,0.0,0.3096678984090568,12.126
631,0.0,0.4998360411560716,12.126
632,0.0,0.6632315885676616,12.126
633,0.05868576000000002,0.8245493014837025,12.126
634,0.24674544,0.7612411348334628,12.126
635,0.42804288000000007,0.6632315885676616,12.126
636,0.28963656,0.5829604844688944,12.126
637,0.6312650399999999,0.874944,12.126
638,0.62904384,0.874944,12.126
639,0.28740348,0.874944,12.126
640,0.42604055999999996,0.874944,12.126
641,0.24573024000000004,0.874944,12.126
642,0.059988240000000005,0.874944,12.126
643,0.0,0.874944,10.9134
644,0.0,0.8761711466778264,10.9134
645,0.0,0.8245493014837025,10.9134
646,0.0,0.7612411348334628,10.9134
647,0.0,0.6632315885676616,10.9134
648,0.0,0.5829604844688944,6.0371999999999995
649,0.0,0.4998360411560716,7.043399999999999
650,0.0,0.3891449872722603,6.0371999999999995
651,0.0,0.3096678984090568,4.024800000000001
652,0.0,0.15205558992565227,4.024800000000001
653,0.0,0.06838861622086295,4.024800000000001
654,0.0,0.0,4.024800000000001
655,0.0,0.7612411348334628,7.043399999999999
656,0.0,0.874944,8.049600000000002
657,0.060322320000000006,0.874944,10.062000000000001
658,0.24770880000000003,0.8745985499923498,10.062000000000001
659,0.4281156,0.8435383640101167,10.062000000000001
660,0.5589540000000001,0.8073014803641785,10.062000000000001
