0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.187029643794664480e+03,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.187029643794664480e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.800365881330593311e+03,0.000000000000000000e+00,1.535741063113851396e+03,0.000000000000000000e+00,0.000000000000000000e+00,-4.311111111111111313e+03,-2.499583333333343305e+01,-0.000000000000000000e+00
3.822034594735364863e+03,0.000000000000000000e+00,1.958260662033287645e+03,0.000000000000000000e+00,0.000000000000000000e+00,-5.755299423435319113e+03,-2.499583333333343305e+01,-0.000000000000000000e+00
5.746066080220879485e+03,0.000000000000000000e+00,9.219582110014813225e+03,0.000000000000000000e+00,0.000000000000000000e+00,-4.311111111111111313e+03,-1.065453707912458231e+04,-0.000000000000000000e+00
8.497930754174925823e+03,0.000000000000000000e+00,1.053630535693618367e+04,0.000000000000000000e+00,0.000000000000000000e+00,-7.036236111111111313e+03,-1.199800000000000000e+04,-0.000000000000000000e+00
1.319885808299545351e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199800000000000000e+04,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.519685808299545170e+04
1.730640983838695684e+04,1.421616268799999943e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.372835567515150615e+03,-2.307638888888887436e+02,-0.000000000000000000e+00,-2.687009778581321734e+04
4.896657687438368157e+04,7.072533279359999142e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.603911015374367707e+04
4.889799532800000452e+04,1.116425948831999813e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-2.499583333333343305e+01,-6.003725898298667016e+04
4.889799532800000452e+04,7.253888140799999746e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-2.499583333333343305e+01,-5.612688763546667178e+04
4.889799532800000452e+04,1.558466362367999682e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.311111111111111313e+03,-2.499583333333343305e+01,-6.014655200723555754e+04
4.889799532800000452e+04,1.559477207807999912e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.311111111111111313e+03,-1.065453707912458231e+04,-4.952711921584431548e+04
4.889799532800000452e+04,9.494901849599998968e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.852986111111111313e+03,-1.199800000000000000e+04,-3.754191106648889399e+04
4.889799532800000452e+04,1.129316525567999815e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.311111111111111313e+03,-2.499583333333324333e+02,-5.563009113923555560e+04
4.889799532800000452e+04,7.327450120320001588e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.622544544832000975e+04
4.889799532800000452e+04,1.511137353599999869e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-4.974170833333326982e+02,-4.991171559826667362e+04
4.889799532800000452e+04,2.159533439999999871e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.199800000000000000e+04,-8.165689774324804375e+02,-0.000000000000000000e+00,-6.010102168496752711e+04
4.889799532800000452e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.179312499999999545e+03,-0.000000000000000000e+00,-4.571868282800000452e+04
4.608158681201968284e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.592350523289205739e+03,-2.047513888888888232e+03,-0.000000000000000000e+00,-4.762642344641999807e+04
3.706602379028090218e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.603484113180435997e+03,-7.837988988389552105e+02,-0.000000000000000000e+00,-4.088570900462238205e+04
2.793433683208937509e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.725125000000000000e+03,-0.000000000000000000e+00,-2.520921183208937509e+04
1.730640983838695684e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.155555555555555447e+00,-2.499583333333343305e+01,-1.727925844949806560e+04
3.257991259551309849e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.155555555555555447e+00,-2.499583333333343305e+01,-3.255276120662420726e+04
4.608158681201968284e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.901968055555555111e+03,-2.499583333333343305e+01,-4.315462292313079524e+04
